CODE;DATE_COLLECTE;DATE_HEURE_DEBUT;DATE_HEURE_FIN;MISSION;IMMAT;LIBELLE_CIRCUIT;TEMPS_D_ACTIVITE;TEMPS_D_ARRET;TEMPS_DE_MOTEUR_OFF;TEMPS_DE_PAUSE;TEMPS_DE_MARCHE_ARRIERE;TEMPS_DE_SERVICE;KM_D_ACTIVITE;KM_DE_HLP;KM_DE_MARCHE_ARRIERE;KM_DE_SERVICE;SOURCE;CODE_CIRCUIT;SECTEUR_CIRCUIT;TOURNEE_CIRCUIT;JOURS_CIRCUIT;FLUX_CIRCUIT
AUTO29092;12/6/2023;12/6/2023;;Collecte;7nHTChwECF;SUD_T04_ECH COLL RD_LUN_CS_120006;10785;14;;;61;0;14,76;30,29;0,02;45,05;GAM;120006;SUD;T04;LUN;CS
AUTO29094;12/6/2023;12/6/2023;;Collecte;7joy6o7022;SUD_T01_ECH COLL_LUN_CS_120005;0;;;;;0;0;0,01;;0,01;GAM;120005;SUD;T01;LUN;CS
AUTO29093;12/6/2023;12/6/2023;12/6/2023;Collecte;1t8IcmYe1z;SUD_T09_IDENTIF_LUN_CS_120061;13170;26;1718;;21;19185;12,14;21,55;0;33,69;GAM;120061;SUD;T09;LUN;CS
AUTO29101;12/6/2023;12/6/2023;;Collecte;tlgnhaw79b;;9582;688;;;99;0;15,76;32,95;0,04;48,71;GAM;;;;;
AUTO29095;12/6/2023;12/6/2023;;Collecte;dcw2igdtrd;SUD_T12R_PONT CLAIX OUEST_LUN_OMR_120048;353;1898;3791;;353;0;0,18;83,64;0,18;83,82;GAM;120048;SUD;T12R;LUN;OMR
AUTO29102;12/6/2023;12/6/2023;;Collecte;72hgb55djb;;0;3394;;;;0;0;67,91;;67,91;GAM;;;;;
AUTO29096;12/6/2023;12/6/2023;12/6/2023;Collecte;oxe1pddfqt;SUD_T11_IDENTIF_LUN_CS_120065;0;;;;;176;0;0,68;;0,68;GAM;120065;SUD;T11;LUN;CS
AUTO29097;12/6/2023;12/6/2023;12/6/2023;Collecte;oxe1pddfqt;SUD_T11_IDENTIF_LUN_CS_120065;8876;234;;;106;14441;8,69;33,78;0,07;42,47;GAM;120065;SUD;T11;LUN;CS
AUTO29098;12/6/2023;12/6/2023;;Collecte;a0lou2mbga;SUD_T08_IDENTIF_LUN_CS_120059;697;2621;435;;697;0;0,11;33,22;0,11;33,33;GAM;120059;SUD;T08;LUN;CS
AUTO29103;12/6/2023;12/6/2023;;Collecte;ii2vc21row;;31;401;;;31;0;0,01;22,17;0,01;22,18;GAM;;;;;
AUTO29100;12/6/2023;12/6/2023;;Collecte;nczhm372sk;SUD_T01_ECH COLL_LUN_CS_120005;0;233;550;;;0;0;24,28;;24,28;GAM;120005;SUD;T01;LUN;CS
AUTO29104;12/6/2023;12/6/2023;;Collecte;ro9qinohi0;SUD_T01_ECH COLL_LUN_CS_120005;945;817;;;47;0;0,79;34,89;0,02;35,68;GAM;120005;SUD;T01;LUN;CS
AUTO29105;12/6/2023;12/6/2023;;Transport;aef992hscu;;491;4539;2392;;491;0;0,39;75,59;0,39;75,98;GAM;;;;;
AUTO29106;12/6/2023;12/6/2023;;Collecte;cpixtr8npf;;0;2837;5581;;;0;0;44,53;;44,53;GAM;;;;;
AUTO29107;13/6/2023;13/6/2023;13/6/2023;Collecte;912yxz768z;TEST GS_T01_GUA VARC VIF_MAR_OMR_160010;6848;60;1294;;116;21861;9,49;104,02;0,05;113,51;GAM;160010;TEST GS;T01;MAR;OMR
AUTO29108;13/6/2023;13/6/2023;13/6/2023;Collecte;nlz4jniqc3;GS_T03_VLH_MAR_OMR;13897;824;203;;284;23842;23,78;38,49;0,27;62,27;GAM;;GS;T03;MAR;OMR
AUTO29109;13/6/2023;13/6/2023;13/6/2023;Collecte;chy6rxpckl;GS_T05_VLB VLH_MAR_OMR;0;229;;;;19838;0;50,33;;50,33;GAM;;GS;T05;MAR;OMR
AUTO29110;13/6/2023;13/6/2023;13/6/2023;Collecte;770oxit9ng;GS_T04_STGC VLH GAUCHE URIAGE_MAR_OMR;0;1318;;;;22266;0;60,87;;60,87;GAM;;GS;T04;MAR;OMR
AUTO29111;13/6/2023;13/6/2023;;Collecte;uzqctwc7pp;NE_T19_GRE CONDORCET G RAMBAUD_MAR VEN_CS_110022;27;515;5610;;27;0;0,01;23,11;0,01;23,12;GAM;110022;NE;T19;MAR VEN;CS
AUTO29112;13/6/2023;13/6/2023;13/6/2023;Collecte;htl2qtq856;GS_T02_VARCES EST_MAR_OMR_128013;10474;185;1879;;34;20852;17,27;65,13;0,01;82,4;GAM;128013;GS;T02;MAR;OMR
AUTO29113;13/6/2023;13/6/2023;13/6/2023;Collecte;ukgs1JXztl;NO_T02_FONTAINE_MAR_OMR_131003;11541;60;;;26;16744;15,98;21,31;0;37,29;GAM;131003;NO;T02;MAR;OMR
AUTO29136;13/6/2023;13/6/2023;;Collecte;y7gjux7fmc;;8348;43;3823;;154;0;8,14;26,59;0,08;34,73;GAM;;;;;
AUTO29114;13/6/2023;13/6/2023;;Collecte;j364urbaz5;NE_T01_TRONC MEY S2_MAR VEN_CS_110004;12861;246;610;;62;0;17,09;14,06;0,04;31,15;GAM;110004;NE;T01;MAR VEN;CS
AUTO33398;4/9/2023;4/9/2023;;Collecte;uzqctwc7pp;NE_T19_GRE CONDORCET G RAMBAUD_LUN JEU_OMR_110022;67;60;3058;;67;0;0,02;44,09;0,02;44,11;GAM;110022;NE;T19;LUN JEU;OMR
AUTO33399;4/9/2023;4/9/2023;4/9/2023;Collecte;87haddx1cc;GS_T03_JARRIE SECTEUR 1 COLL_LUN_OMR;463;482;;;463;20402;0,5;55,78;0,5;56,28;GAM;;GS;T03;LUN;OMR
AUTO33425;4/9/2023;4/9/2023;4/9/2023;Collecte;0jbxz085fw;;0;60;;;;2084;0;6,4;;6,4;GAM;;;;;
AUTO33400;4/9/2023;4/9/2023;;Collecte;bba8ef2dvl;NO_T03_SASSENAGE FONT_LUN_CS_130011;11088;156;1449;;140;0;15,28;34,9;0,15;50,18;GAM;130011;NO;T03;LUN;CS
AUTO33401;4/9/2023;4/9/2023;;Collecte;h7qn96fkxd;NE_T07_SMH COLLECTIF_LUN_OMR_101013;9572;60;3450;;170;0;12,55;35,87;0,17;48,42;GAM;101013;NE;T07;LUN;OMR
AUTO33402;4/9/2023;4/9/2023;;Collecte;o4d9t8p252;NE_T09_SMH COLLECTIF_LUN_OMR_101015;8488;1382;1518;;107;0;9,5;40,84;0,12;50,34;GAM;101015;NE;T09;LUN;OMR
AUTO33403;4/9/2023;4/9/2023;4/9/2023;Collecte;912yxz768z;GS_T01_MTCHB STBS CHPG_LUN_OMR;9875;60;917;;94;18998;15,97;59,69;0,03;75,66;GAM;;GS;T01;LUN;OMR
AUTO33404;4/9/2023;4/9/2023;4/9/2023;Collecte;3xwgytolne;NO_T16_20EME POLLUEES_LUN_CS P_152000;106;1132;;;106;20658;0,09;86,87;0,09;86,96;GAM;152000;NO;T16;LUN;CS P
AUTO33405;4/9/2023;4/9/2023;;Collecte;ighzc1n730;NO_T04_SASSENAGE_LUN_CS_133004;2830;684;;;;0;2,71;66,59;;69,3;GAM;133004;NO;T04;LUN;CS
AUTO33427;4/9/2023;4/9/2023;;Collecte;y7gjux7fmc;;10297;1106;2367;;92;0;9,64;42,61;0,03;52,25;GAM;;;;;
AUTO33406;4/9/2023;4/9/2023;;Collecte;AhnI9sMNTj;NO_T01_FONTAINE_LUN_CS_131001;13412;667;1481;;143;0;14,91;36,1;0,14;51,01;GAM;131001;NO;T01;LUN;CS
AUTO33407;4/9/2023;4/9/2023;;Collecte;duh6ayfpwb;NO_T09_GRE MARTYRS_LUN JEU_CS_151005;5880;1301;1214;;;0;4,84;48,36;;53,2;GAM;151005;NO;T09;LUN JEU;CS
AUTO33408;4/9/2023;4/9/2023;4/9/2023;Collecte;ukgs1JXztl;NO_T02_FONTAINE_LUN_CS_131003;10822;749;;;60;12688;15,53;6,26;0;21,79;GAM;131003;NO;T02;LUN;CS
AUTO33409;4/9/2023;4/9/2023;4/9/2023;Collecte;chy6rxpckl;GS_T04_NDM CHPDRAC_LUN_OMR;0;251;1424;;;19533;0;72,94;;72,94;GAM;;GS;T04;LUN;OMR
AUTO33410;4/9/2023;4/9/2023;;Collecte;ux94b14wke;NO_T06_ST EGREVE N_LUN JEU_CS_142006;12554;244;431;;48;0;24,92;33,99;0,06;58,91;GAM;142006;NO;T06;LUN JEU;CS
AUTO33411;4/9/2023;4/9/2023;;Collecte;pgf8clwyux;NO_T05_SEYSSINET VERC_JEU_OMR_134009;33;953;1366;;33;0;0;63,05;0;63,05;GAM;134009;NO;T05;JEU;OMR
AUTO33431;4/9/2023;4/9/2023;;Collecte;1hx5205tl5;;0;2233;2468;;;0;0;32,51;;32,51;GAM;;;;;
AUTO33412;4/9/2023;4/9/2023;;Collecte;g4tx3nrqg0;NO_T14_GRE EAUX C_LUN JEU_CS_151007;0;896;525;;;0;0;48,5;;48,5;GAM;151007;NO;T14;LUN JEU;CS
AUTO33413;4/9/2023;4/9/2023;;Collecte;claael2j88;NO_T13_GRE CHORIER_LUN JEU_CS_151004;58;934;2140;;58;0;0,02;52,33;0,02;52,35;GAM;151004;NO;T13;LUN JEU;CS
AUTO33414;4/9/2023;4/9/2023;;Collecte;egru8o9gip;NE_T04_MURIA SMH MUR_LUN_OMR_116011;8945;34;841;;104;0;16,49;35,38;0,04;51,87;GAM;116011;NE;T04;LUN;OMR
AUTO33415;4/9/2023;4/9/2023;;Collecte;ih6g9vhdlz;NO_T07_ST EGREVE SUD_LUN_CS_142007;106;1233;;;106;0;0,08;61,97;0,08;62,05;GAM;142007;NO;T07;LUN;CS
AUTO33432;4/9/2023;4/9/2023;;Collecte;7lqyjw34p3;;13956;511;556;;228;0;22,75;42,53;0,12;65,28;GAM;;;;;
AUTO33416;4/9/2023;4/9/2023;;Collecte;bat8lwethv;NE_T12_GRE REY ABBAYE_LUN JEU_OMR_110007;0;3087;653;;;0;0;27,99;;27,99;GAM;110007;NE;T12;LUN JEU;OMR
AUTO33417;4/9/2023;4/9/2023;;Collecte;htl2qtq856;GS_T02_CASERNE VARCES_LUN_OMR_160009;8836;390;2298;;54;0;16,14;71,87;0,01;88,01;GAM;160009;GS;T02;LUN;OMR
AUTO33433;4/9/2023;4/9/2023;;Collecte;eiffgae8rm;;9462;60;3053;;344;0;12,16;14,08;0,24;26,24;GAM;;;;;
AUTO33418;4/9/2023;4/9/2023;;Collecte;48siz8x96i;NE_T10_GRE HUGO TEISSEIRE_LUN JEU_OMR_110008;5705;906;3870;;98;0;6,39;35,29;0,09;41,68;GAM;110008;NE;T10;LUN JEU;OMR
AUTO33419;4/9/2023;4/9/2023;;Collecte;uwr44zs7w5;NE_T08_SMH COLLECTIF_LUN_OMR_101014;80;1486;2138;;80;0;0,07;29,42;0,07;29,49;GAM;101014;NE;T08;LUN;OMR
AUTO33420;4/9/2023;4/9/2023;4/9/2023;Collecte;vhxnkra4on;NE_T16_GRE BROC VILLEBOIS POT_LUN JEU_OMR_110025;7361;2643;;;;18158;7,48;29,34;;36,82;GAM;110025;NE;T16;LUN JEU;OMR
AUTO33421;4/9/2023;4/9/2023;;Collecte;vnudajkzk5;NE_T05_SMH COLLECTIF_LUN_OMR_101023;122;2290;2567;;122;0;0,06;36,83;0,06;36,89;GAM;101023;NE;T05;LUN;OMR
AUTO33422;4/9/2023;4/9/2023;;Collecte;xbq43ggoqh;NE_T11_GRE QUAI ILE VERTE_LUN JEU_OMR_110002;5234;217;2033;;143;0;6,55;38,17;0,02;44,72;GAM;110002;NE;T11;LUN JEU;OMR
AUTO33423;4/9/2023;4/9/2023;4/9/2023;Collecte;sx65jiyczg;NE_T02_TRONC MEYav t_LUN_OMR_114002;216;487;490;;216;18166;0,06;46,53;0,06;46,59;GAM;114002;NE;T02;LUN;OMR
AUTO33435;4/9/2023;4/9/2023;;Collecte;FnZSedjmt4;;7483;22;5655;;98;0;8,7;32,28;0,08;40,98;GAM;;;;;
AUTO33434;4/9/2023;4/9/2023;;Collecte;qvjjsw3qoz;;142;602;5248;;142;0;0,09;43,32;0,09;43,41;GAM;;;;;
AUTO33424;4/9/2023;4/9/2023;4/9/2023;Collecte;g8k9apcqfs;NE_T14_GRE VERDUN JOUHAUX_LUN_OMR_110009;0;317;;;;9486;0;19,59;;19,59;GAM;110009;NE;T14;LUN;OMR
AUTO33426;4/9/2023;4/9/2023;;Collecte;9zz5ph3zpi;NE_T13_GRE ST URS HOCHE J ARC_ LUN JEU_OMR_110015;259;635;3688;;259;0;0,11;26,88;0,11;26,99;GAM;110015;NE;T13; LUN JEU;OMR
AUTO33438;4/9/2023;4/9/2023;;Collecte;7gzsssozgf;;12;3427;7352;;12;0;0;24,47;0;24,47;GAM;;;;;
AUTO29151;13/6/2023;13/6/2023;;Collecte;g4tx3nrqg0;NO_T14_GRE EAUX C_MAR VEN_OMR_151007;0;673;3199;;;0;0;38,19;;38,19;GAM;151007;NO;T14;MAR VEN;OMR
AUTO29155;13/6/2023;13/6/2023;;Transport;61FRWBjauh;;905;4202;;;905;0;0,28;142,37;0,28;142,65;GAM;;;;;
AUTO29153;13/6/2023;13/6/2023;13/6/2023;Collecte PAV;8qtjzvpvsd;test pav;368;6890;381;;368;18017;0,38;62,67;0,38;63,05;GAM;;test pav;;;
AUTO29158;13/6/2023;13/6/2023;;Collecte;g5z2rcnY7K;;58;6;3421;;58;0;0,04;24,13;0,04;24,17;GAM;;;;;
AUTO29156;13/6/2023;13/6/2023;13/6/2023;Collecte PAV;cewxgzybhe;test pav;352;7870;331;;352;19579;0,27;90,97;0,27;91,24;GAM;;test pav;;;
AUTO29159;13/6/2023;13/6/2023;13/6/2023;Collecte PAV;37ix70x3dv;;74;5914;;;74;17730;0,04;82,99;0,04;83,03;GAM;;;;;
AUTO29157;13/6/2023;13/6/2023;13/6/2023;Collecte PAV;ho0t7l1jay;TEST PAV_1771_LA LUIRE_MER_CS_170005;41;1552;;;41;7437;0,01;14,39;0,01;14,4;GAM;170005;TEST PAV;1771;MER;CS
AUTO29161;13/6/2023;13/6/2023;;Collecte;oF7I4xGfPC;;0;;60;;;0;0;19,81;;19,81;GAM;;;;;
AUTO29162;13/6/2023;13/6/2023;13/6/2023;Collecte;ikv5vt40ba;SUD_T12_PONT CL EST_MAR_CS_120046;0;;;;;3462;0;0,24;;0,24;GAM;120046;SUD;T12;MAR;CS
AUTO29163;13/6/2023;13/6/2023;13/6/2023;Collecte;HHrKcPoPW1;SUD_T06_CLAIX HT DM BG_MAR_CS_120052;0;;;;;536;0;0,02;;0,02;GAM;120052;SUD;T06;MAR;CS
AUTO29164;13/6/2023;13/6/2023;;Collecte;oxe1pddfqt;SUD_T11_IDENTIF_MAR_OMR_120065;6325;1614;;;138;0;7,28;45,22;0,08;52,5;GAM;120065;SUD;T11;MAR;OMR
AUTO29165;13/6/2023;13/6/2023;13/6/2023;Collecte;j1h4gptjli;GS_T06_ LE GUA MIRIBEL_MAR_OMR_124006;4238;207;337;;60;14705;13,92;102,45;0,02;116,37;GAM;124006;GS;T06;MAR;OMR
AUTO29191;13/6/2023;13/6/2023;;Collecte;HHrKcPoPW1;;623;3201;15647;;44;0;0,01;1,9;0;1,91;GAM;;;;;
AUTO29175;13/6/2023;13/6/2023;13/6/2023;Transport;5eitxzjt9l;;0;451;577;;;2252;0;15,23;;15,23;GAM;;;;;
AUTO29166;13/6/2023;13/6/2023;13/6/2023;Collecte;lwijga02re;GS_T07_ST PAUL DE VARC_MAR_OMR_160002;448;1879;1217;;448;19121;0,18;92,2;0,18;92,38;GAM;160002;GS;T07;MAR;OMR
AUTO29167;13/6/2023;13/6/2023;13/6/2023;Collecte;y2qwjva4su;GS_T08_VIZILLE SECH_MAR_OMR_160006;7790;36;1203;;27;14944;12,71;69,86;0,01;82,57;GAM;160006;GS;T08;MAR;OMR
AUTO29168;13/6/2023;13/6/2023;;Collecte;ro9qinohi0;SUD_T01_ECH COLL_MAR_OMR_120005;1101;590;245;;53;0;1,01;61,3;0,01;62,31;GAM;120005;SUD;T01;MAR;OMR
AUTO29177;13/6/2023;13/6/2023;;Collecte;tlgnhaw79b;;9221;523;;;187;0;14,94;63,57;0,16;78,51;GAM;;;;;
AUTO29169;13/6/2023;13/6/2023;;Collecte;7nHTChwECF;SUD_T04_ECH COLL RD_MAR_OMR_120006;10167;4;;;156;0;13,57;54,84;0,07;68,41;GAM;120006;SUD;T04;MAR;OMR
AUTO29178;13/6/2023;13/6/2023;;Collecte;u16rgi3exd;;7670;393;;;34;0;13,23;66,22;0,01;79,45;GAM;;;;;
AUTO29170;13/6/2023;13/6/2023;13/6/2023;Collecte;1t8IcmYe1z;SUD_T09_IDENTIF_MAR_OMR_120061;11925;483;;;76;16800;10,95;26,92;0,01;37,87;GAM;120061;SUD;T09;MAR;OMR
AUTO29181;13/6/2023;13/6/2023;;Collecte;72hgb55djb;;0;1001;4106;;;0;0;61,64;;61,64;GAM;;;;;
AUTO29171;13/6/2023;13/6/2023;13/6/2023;Collecte;ikv5vt40ba;SUD_T MINI_PN GRE ECH CLX PCLX_ MAR_OMR_120067;0;;;;;116;0;0,61;;0,61;GAM;120067;SUD;T MINI; MAR;OMR
AUTO29179;13/6/2023;13/6/2023;13/6/2023;Collecte;uqvjh3gzxu;SUD_T10_IDENTIF_LUN_CS_120063;11929;244;;;165;20080;12,29;57,35;0,09;69,64;GAM;120063;SUD;T10;LUN;CS
AUTO29172;13/6/2023;13/6/2023;;Collecte;a0lou2mbga;SUD_T08_IDENTIF_MAR_OMR_120059;137;918;1717;;137;0;0,03;39,88;0,03;39,91;GAM;120059;SUD;T08;MAR;OMR
AUTO29173;13/6/2023;13/6/2023;;Collecte;ii2vc21row;SUD_T12R_PONT CLAIX EST_MAR_CS P_120049;67;401;2518;;67;0;0,03;46,8;0,03;46,83;GAM;120049;SUD;T12R;MAR;CS P
AUTO29174;13/6/2023;13/6/2023;;Collecte;ikv5vt40ba;SUD_T12_PONT CL EST_MAR_CS_120046;65;2088;;;65;0;0,03;50,82;0,03;50,85;GAM;120046;SUD;T12;MAR;CS
AUTO29176;13/6/2023;13/6/2023;13/6/2023;Collecte;v8ciubqaen;SUD_T02_ECH GRE COLL_MAR_OMR_120033;0;1272;;;;14912;0;62,31;;62,31;GAM;120033;SUD;T02;MAR;OMR
AUTO29180;13/6/2023;13/6/2023;;Collecte;7joy6o7022;SUD_T06_CLAIX HT DM BG_MAR_CS_120052;0;2021;;;;0;0;47,9;;47,9;GAM;120052;SUD;T06;MAR;CS
AUTO29182;13/6/2023;13/6/2023;;Collecte;nczhm372sk;;0;1317;;;;0;0;25,84;;25,84;GAM;;;;;
AUTO29183;13/6/2023;13/6/2023;;Transport;Bj5S5eVr9N;;49;1565;;;49;0;0,03;44,49;0,03;44,52;GAM;;;;;
AUTO29185;13/6/2023;13/6/2023;13/6/2023;Collecte;57igmhyovd;;104;1487;;;53;3383;0,03;11,14;0;11,17;GAM;;;;;
AUTO29184;13/6/2023;13/6/2023;;Collecte;nlz4jniqc3;GS_T01 TSUP_ SECH MONT_JEU_OMR_160008;0;;;;;0;0;0,03;;0,03;GAM;160008;GS;T01 TSUP;JEU;OMR
AUTO29190;13/6/2023;13/6/2023;;Collecte;dcw2igdtrd;;97;884;11556;;97;0;0,05;11,27;0,05;11,32;GAM;;;;;
AUTO29186;13/6/2023;13/6/2023;13/6/2023;Collecte PAV;ho0t7l1jay;TEST PAV_1771_LA LUIRE_MER_CS_170005;39;60;;;39;2022;0,03;21,81;0,03;21,84;GAM;170005;TEST PAV;1771;MER;CS
AUTO29187;13/6/2023;13/6/2023;;Transport;aef992hscu;;332;4144;399;;332;0;0,33;98,31;0,33;98,64;GAM;;;;;
AUTO29188;13/6/2023;13/6/2023;;Collecte;57igmhyovd;;21;;373;;21;0;0,01;7,91;0,01;7,92;GAM;;;;;
AUTO29189;13/6/2023;13/6/2023;;Collecte;cpixtr8npf;;0;3718;2484;;;0;0;56,01;;56,01;GAM;;;;;
AUTO29192;14/6/2023;14/6/2023;;Collecte;chy6rxpckl;GS_T04_CHPD NDM STBS_MER_OMR;0;881;2317;;;0;0;65,66;;65,66;GAM;;GS;T04;MER;OMR
AUTO29193;14/6/2023;14/6/2023;14/6/2023;Collecte;87haddx1cc;GS_T03_CHAMP SUR DRAC_MER_OMR;185;2887;1076;;185;21223;0,2;39,66;0,2;39,86;GAM;;GS;T03;MER;OMR
AUTO29194;14/6/2023;14/6/2023;14/6/2023;Collecte;912yxz768z;GS_TSAV_MAINTENANCE;8721;246;2086;;30;18702;15,1;77,36;0;92,46;GAM;;GS;TSAV;;
AUTO29220;14/6/2023;14/6/2023;;Collecte;o4d9t8p252;;7950;1630;4257;;136;0;16,65;31,86;0,12;48,51;GAM;;;;;
AUTO29195;14/6/2023;14/6/2023;14/6/2023;Collecte;htl2qtq856;GS_T02_VARCES OUEST ZA_MER_OMR_128014;9838;52;2087;;106;19564;13,84;69,74;0,05;83,58;GAM;128014;GS;T02;MER;OMR
AUTO29428;19/6/2023;19/6/2023;;Collecte;7lqyjw34p3;NO_T08_ST MARTIN LE VI_LUN_CS_143008;12767;60;;;111;0;21,18;40,7;0,09;61,88;GAM;143008;NO;T08;LUN;CS
AUTO29447;19/6/2023;19/6/2023;19/6/2023;Collecte;zp1g9jrpi1;;259;1016;624;;259;18804;0,17;69,76;0,17;69,93;GAM;;;;;
AUTO29429;19/6/2023;19/6/2023;19/6/2023;Collecte;qshw7egqjb;NE_T16_GRE BRO VILLEBOIS POT_OMR_LUN JEU_110025;5457;339;5758;;50;18374;6,32;19,44;0,01;25,76;GAM;110025;NE;T16;OMR;LUN JEU
AUTO29430;19/6/2023;19/6/2023;;Collecte;o4d9t8p252;NE_T09_SMH COLLECTIF_LUN_OMR_101015;8602;848;1016;;83;0;10,15;40,36;0,02;50,51;GAM;101015;NE;T09;LUN;OMR
AUTO29450;19/6/2023;19/6/2023;19/6/2023;Collecte;BqsVQSMm80;;499;60;294;;;2225;0,49;4,35;;4,84;GAM;;;;;
AUTO29431;19/6/2023;19/6/2023;;Collecte;j364urbaz5;NE_T01_TRONC MEY S2_MAR VEN_CS_110004;13457;1383;18440;;386;0;14,94;50,18;0,2;65,12;GAM;110004;NE;T01;MAR VEN;CS
AUTO29432;19/6/2023;19/6/2023;;Collecte;bba8ef2dvl;NO_T03_SASSENAGE FONT_LUN_CS_130011;11814;21;;;175;0;14,79;23,1;0,16;37,89;GAM;130011;NO;T03;LUN;CS
AUTO29433;19/6/2023;19/6/2023;;Collecte;0jbxz085fw;NO_T10_GRE VALLIER_LUN JEU_CS_151010;0;1896;427;;;0;0;35,12;;35,12;GAM;151010;NO;T10;LUN JEU;CS
AUTO29434;19/6/2023;19/6/2023;;Collecte;37qykhmywu;NE_T06_SMH COLLECTIF_LUN_OMR_101012;69;1440;5954;;69;0;0,03;26,93;0,03;26,96;GAM;101012;NE;T06;LUN;OMR
AUTO29451;19/6/2023;19/6/2023;;Collecte;1hx5205tl5;;0;1176;2931;;;0;0;38,73;;38,73;GAM;;;;;
AUTO29435;19/6/2023;19/6/2023;;Collecte;uwr44zs7w5;NE_T08_SMH COLLECTIF_LUN_OMR_101014;77;1092;5786;;77;0;0,04;28,55;0,04;28,59;GAM;101014;NE;T08;LUN;OMR
AUTO29436;19/6/2023;19/6/2023;19/6/2023;Collecte;sjqx4xjr33;NO_T05_SEYSSINET VERC_LUN_OMR_134009;10075;60;;;;11516;24,12;9,45;;33,57;GAM;134009;NO;T05;LUN;OMR
AUTO29452;19/6/2023;19/6/2023;;Collecte;eiffgae8rm;;9292;31;2494;;248;0;13,68;13,93;0,2;27,61;GAM;;;;;
AUTO29438;19/6/2023;19/6/2023;;Collecte;bat8lwethv;NE_T12_GRE REY ABBAYE_OMR_LUN JEU;0;2271;2328;;;0;0;27,27;;27,27;GAM;;NE;T12;OMR;LUN JEU
AUTO29439;19/6/2023;19/6/2023;;Collecte;egru8o9gip;NE_T BENNE SUP FERIES_SMH_LUN JEU_OMR;8191;60;2947;;110;0;14,17;49,19;0,08;63,36;GAM;;NE;T BENNE SUP FERIES;LUN JEU;OMR
AUTO29437;19/6/2023;19/6/2023;19/6/2023;Collecte;48siz8x96i;NE_T10_GRE HUGO TEISSEIRE_LUN JEU_OMR_110008;6368;60;;;15;12209;7,19;26,83;0,02;34,02;GAM;110008;NE;T10;LUN JEU;OMR
AUTO29440;19/6/2023;19/6/2023;19/6/2023;Collecte;vnudajkzk5;NE_T05_SMH COLLECTIF_LUN_OMR_101023;162;2618;2981;;162;17846;0,09;46,02;0,09;46,11;GAM;101023;NE;T05;LUN;OMR
AUTO29441;19/6/2023;19/6/2023;19/6/2023;Collecte;xbq43ggoqh;NE_T11_GRE ILE VERTE_OMR_LUN JEU;6396;37;1172;;320;17370;5,86;25,94;0,23;31,8;GAM;;NE;T11;OMR;LUN JEU
AUTO29454;19/6/2023;19/6/2023;;Collecte;FnZSedjmt4;;7476;60;6533;;49;0;6,77;18,2;0;24,97;GAM;;;;;
AUTO29442;19/6/2023;19/6/2023;19/6/2023;Collecte;jvdwb1fexp;NE_T BENNE SUP FERIES_SMH_LUN JEU_OMR;0;224;;;;2155;0;4,57;;4,57;GAM;;NE;T BENNE SUP FERIES;LUN JEU;OMR
AUTO29444;19/6/2023;19/6/2023;;Collecte;9zz5ph3zpi;NE_T13_GRE ST URS HOCHE J ARC_OMR_ LUN JEU_110024;104;2312;247;;104;0;0,03;40,04;0,03;40,07;GAM;110024;NE;T13;OMR; LUN JEU
AUTO29445;19/6/2023;19/6/2023;19/6/2023;Collecte;pvqkjig664;NE_T02_TRONC MEYav t_LUN_OMR_114002;0;2381;1372;;;18224;0;38,91;;38,91;GAM;114002;NE;T02;LUN;OMR
AUTO29456;19/6/2023;19/6/2023;;Collecte;7gzsssozgf;;153;1804;3538;;40;0;0,07;37,16;0,03;37,23;GAM;;;;;
AUTO29457;19/6/2023;19/6/2023;;Collecte;fknz9lrv64;;0;1157;;;;0;0;64,53;;64,53;GAM;;;;;
AUTO29448;19/6/2023;19/6/2023;19/6/2023;Collecte;g4tx3nrqg0;NO_T14_GRE EAUX C_LUN JEU_CS_151007;0;60;;;;4758;0;4,72;;4,72;GAM;151007;NO;T14;LUN JEU;CS
AUTO29449;19/6/2023;19/6/2023;;Collecte;g8k9apcqfs;NE_T14_GRE COLLECTIF_LUN_OMR_110009;0;573;3394;;;0;0;21,56;;21,56;GAM;110009;NE;T14;LUN;OMR
AUTO29453;19/6/2023;19/6/2023;19/6/2023;Collecte;BqsVQSMm80;NE_T15_GRE POULAT CASERNE BONNE_OMR_LUN JEU_110023;7619;42;1526;;111;14275;5,98;14,85;0,06;20,83;GAM;110023;NE;T15;OMR;LUN JEU
AUTO29455;19/6/2023;19/6/2023;;Collecte;jvdwb1fexp;NE_T17_GRE GRENETTE MALHERBE_OMR_LUN JEU_110006;22;907;5389;;;0;0,07;22,11;;22,18;GAM;110006;NE;T17;OMR;LUN JEU
AUTO29458;19/6/2023;19/6/2023;;Transport;Bj5S5eVr9N;;1160;6222;123;;1160;0;0,38;116,93;0,38;117,31;GAM;;;;;
AUTO29461;19/6/2023;19/6/2023;19/6/2023;Collecte;cpixtr8npf;;0;7386;550;;;20112;0;89,15;;89,15;GAM;;;;;
AUTO29460;19/6/2023;19/6/2023;;Transport;61FRWBjauh;;1257;3235;2998;;1257;0;0,41;164,07;0,41;164,48;GAM;;;;;
AUTO29463;19/6/2023;19/6/2023;19/6/2023;Collecte;j1h4gptjli;;45;;;;45;3863;0,01;52,25;0,01;52,26;GAM;;;;;
